osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
42421877,40.7328569,-73.9959291,traffic_signals,4,-0.002328806193109528,1776.6047344207764,1780.8120846748352,,POINT (-73.9959291 40.7328569)
42421889,40.7341463,-73.9991816,traffic_signals,4,-0.0020954667785859434,1776.6047344207764,1780.8120846748352,,POINT (-73.9991816 40.7341463)
42422258,40.748197,-74.00742,traffic_signals,3,-0.0026359247137021304,1776.6047344207764,1780.8120846748352,,POINT (-74.00742 40.748197)
42422509,40.7381466,-73.9736517,,3,-0.0025469102548008873,1776.6047344207764,1780.8120846748352,,POINT (-73.9736517 40.7381466)
42422899,40.7456883,-73.9721236,traffic_signals,4,-0.002261586068182013,1776.6047344207764,1780.8120846748352,,POINT (-73.9721236 40.7456883)
42423020,40.7460792,-73.9749383,traffic_signals,5,-0.0014777515281513395,1776.6047344207764,1780.8120846748352,,POINT (-73.9749383 40.7460792)
42423564,40.7589831,-73.9645095,traffic_signals,3,-0.002600420507476773,1776.6047344207764,1780.8120846748352,,POINT (-73.9645095 40.7589831)
42423565,40.7596426,-73.9640002,traffic_signals,4,-0.0024976399846326543,1776.6047344207764,1780.8120846748352,,POINT (-73.9640002 40.7596426)
42423579,40.7595738,-73.960551,,3,-0.0013304297188388898,1776.6047344207764,1780.8120846748352,,POINT (-73.960551 40.7595738)
42423752,40.7620775,-73.9619964,traffic_signals,4,-0.002644558751016813,1776.6047344207764,1780.8120846748352,,POINT (-73.9619964 40.7620775)
42423774,40.738339,-73.9738156,,3,-0.001100623186084906,1776.6047344207764,1780.8120846748352,,POINT (-73.9738156 40.738339)
42423832,40.7587817,-73.998505,,3,-0.0023850219698073735,1776.6047344207764,1780.8120846748352,,POINT (-73.998505 40.7587817)
42423836,40.7593876,-73.9969538,,3,-0.0024780046623778455,1776.6047344207764,1780.8120846748352,,POINT (-73.9969538 40.7593876)
