osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
582438,-23.528187,-46.6619198,traffic_signals,4,-0.0013667558388708993,88805.53273582458,88812.95653367043,,POINT (-46.6619198 -23.528187)
587993,-23.55821,-46.6382561,,3,0.005655315467076934,88805.53273582458,88812.95653367043,,POINT (-46.6382561 -23.55821)
597269,-23.5689779,-46.608044,traffic_signals,4,-0.0013822837998419826,88805.53273582458,88812.95653367043,,POINT (-46.608044 -23.5689779)
597270,-23.5685427,-46.6078851,traffic_signals,4,-0.0013998177787617515,88805.53273582458,88812.95653367043,,POINT (-46.6078851 -23.5685427)
597282,-23.5510876,-46.6261325,,3,0.0056583503347001,88805.53273582458,88812.95653367043,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,traffic_signals,4,-0.0007560526920908585,88805.53273582458,88812.95653367043,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,,3,-0.0012992608349992952,88805.53273582458,88812.95653367043,,POINT (-46.6253024 -23.5252524)
597434,-23.5230076,-46.6129726,motorway_junction,3,0.0004843888667753772,88805.53273582458,88812.95653367043,,POINT (-46.6129726 -23.5230076)
597437,-23.5241424,-46.6086344,,3,-0.0012450514086571828,88805.53273582458,88812.95653367043,,POINT (-46.6086344 -23.5241424)
20944547,-23.5321244,-46.6587483,traffic_signals,4,-0.0013791314167925508,88805.53273582458,88812.95653367043,,POINT (-46.6587483 -23.5321244)
20944548,-23.534842,-46.6601022,traffic_signals,4,-0.0014768302073378155,88805.53273582458,88812.95653367043,,POINT (-46.6601022 -23.534842)
20944550,-23.5372021,-46.6535506,traffic_signals,4,-0.0013986243328492607,88805.53273582458,88812.95653367043,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,,3,-0.0014732803012976815,88805.53273582458,88812.95653367043,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,,4,-0.0014937163549430413,88805.53273582458,88812.95653367043,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,,3,-0.001476039012772404,88805.53273582458,88812.95653367043,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,traffic_signals,4,-0.001462816682505091,88805.53273582458,88812.95653367043,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,traffic_signals,4,-0.0014465048843603685,88805.53273582458,88812.95653367043,,POINT (-46.6552234 -23.5477074)
25777913,-23.518581,-46.6469816,,3,-0.0014629479238455348,88805.53273582458,88812.95653367043,,POINT (-46.6469816 -23.518581)
25777925,-23.5207514,-46.6433446,,3,-0.0014305746173096166,88805.53273582458,88812.95653367043,,POINT (-46.6433446 -23.5207514)
