osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,-0.0016180993430428966,13588.468901634216,13592.589562892914,,POINT (-45.9103038 -23.2191028)
876561059,-23.2185167,-45.9106397,,3,-0.0009318747710477317,13588.468901634216,13592.589562892914,,POINT (-45.9106397 -23.2185167)
876561061,-23.2262819,-45.912146,,4,-0.0016372613969748708,13588.468901634216,13592.589562892914,,POINT (-45.912146 -23.2262819)
878203360,-23.2317628,-45.9135159,,3,-0.0014303497628658957,13588.468901634216,13592.589562892914,,POINT (-45.9135159 -23.2317628)
878203514,-23.2291393,-45.9126734,,3,-0.0016479000764686143,13588.468901634216,13592.589562892914,,POINT (-45.9126734 -23.2291393)
884411098,-23.2058738,-45.9061609,traffic_signals,5,-0.000894658677742917,13588.468901634216,13592.589562892914,,POINT (-45.9061609 -23.2058738)
908437131,-23.2297286,-45.9127814,,4,-0.0014356735167145131,13588.468901634216,13592.589562892914,,POINT (-45.9127814 -23.2297286)
908437180,-23.2284693,-45.9138097,,4,-0.0016873081504674434,13588.468901634216,13592.589562892914,,POINT (-45.9138097 -23.2284693)
908437293,-23.2295932,-45.913027,,3,-0.0016567885043877744,13588.468901634216,13592.589562892914,,POINT (-45.913027 -23.2295932)
908437682,-23.2289365,-45.9140526,,4,-0.0017244467571886845,13588.468901634216,13592.589562892914,,POINT (-45.9140526 -23.2289365)
934161191,-23.2238343,-45.8991355,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,-0.0009766137461435012,13588.468901634216,13592.589562892914,,POINT (-45.9009728 -23.2236371)
943022725,-23.218965,-45.9107462,,3,-6.127810740775641e-05,13588.468901634216,13592.589562892914,,POINT (-45.9107462 -23.218965)
943022742,-23.226088,-45.9132971,,3,-0.0018201157825952726,13588.468901634216,13592.589562892914,,POINT (-45.9132971 -23.226088)
943022745,-23.2185257,-45.9102396,,4,-0.0013423263943712893,13588.468901634216,13592.589562892914,,POINT (-45.9102396 -23.2185257)
943022756,-23.2322156,-45.9150135,,3,-0.0018175407544661901,13588.468901634216,13592.589562892914,,POINT (-45.9150135 -23.2322156)
943022759,-23.2288143,-45.9132092,,3,-0.0017589575582970145,13588.468901634216,13592.589562892914,,POINT (-45.9132092 -23.2288143)
943022773,-23.229283,-45.9135311,,3,-0.001700886031519631,13588.468901634216,13592.589562892914,,POINT (-45.9135311 -23.229283)
943022798,-23.2262325,-45.9127171,,3,-0.0018226303242969359,13588.468901634216,13592.589562892914,,POINT (-45.9127171 -23.2262325)
943022809,-23.2316595,-45.9155833,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.9155833 -23.2316595)
945911418,-23.2251129,-45.9119206,traffic_signals,4,-0.0016147111225466191,13588.468901634216,13592.589562892914,,POINT (-45.9119206 -23.2251129)
945911423,-23.2246565,-45.9132916,,3,-0.0018091911444166604,13588.468901634216,13592.589562892914,,POINT (-45.9132916 -23.2246565)
970047010,-23.2293837,-45.8844765,traffic_signals,4,-0.0014269853554910047,13588.468901634216,13592.589562892914,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,-0.001693779943906347,13588.468901634216,13592.589562892914,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,-0.0017569478322343698,13588.468901634216,13592.589562892914,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,-0.0017212988951057725,13588.468901634216,13592.589562892914,,POINT (-45.8858854 -23.2252522)
970353094,-23.2249604,-45.9148262,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.9148262 -23.2249604)
970353295,-23.2234026,-45.9123337,,3,-0.001733116724948088,13588.468901634216,13592.589562892914,,POINT (-45.9123337 -23.2234026)
970353834,-23.2235225,-45.9116225,traffic_signals,4,-0.0004401459815840665,13588.468901634216,13592.589562892914,,POINT (-45.9116225 -23.2235225)
970354164,-23.2250279,-45.9126312,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.9126312 -23.2250279)
970387137,-23.2221904,-45.8891946,traffic_signals,4,-0.0014666810907195034,13588.468901634216,13592.589562892914,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8873311 -23.2085438)
1102127950,-23.216962,-45.8831093,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8831093 -23.216962)
1102127952,-23.2166521,-45.882432,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.882432 -23.2166521)
1102127957,-23.2089926,-45.8878137,,3,-0.001862197392923661,13588.468901634216,13592.589562892914,,POINT (-45.8878137 -23.2089926)
