osmid,y,x,street_count,vul,time-vul,time-all,highway,geometry
34557142,-15.7984356,-47.8715061,3,-0.0009499048067731994,8361.417078495026,8365.494458436966,,POINT (-47.8715061 -15.7984356)
34557143,-15.7972555,-47.8752619,3,-0.0017154447434113082,8361.417078495026,8365.494458436966,,POINT (-47.8752619 -15.7972555)
34557146,-15.7966181,-47.8772364,3,-0.00035919499232920407,8361.417078495026,8365.494458436966,,POINT (-47.8772364 -15.7966181)
34565320,-15.7946793,-47.876754,3,-0.0013731903566959905,8361.417078495026,8365.494458436966,,POINT (-47.876754 -15.7946793)
34565322,-15.7951716,-47.8751782,3,-0.0012557432359703077,8361.417078495026,8365.494458436966,,POINT (-47.8751782 -15.7951716)
34565323,-15.7953242,-47.8747147,3,-0.001552988547868268,8361.417078495026,8365.494458436966,,POINT (-47.8747147 -15.7953242)
34565324,-15.7965472,-47.8708382,3,-0.0008966066215854799,8361.417078495026,8365.494458436966,,POINT (-47.8708382 -15.7965472)
111449578,-15.7931298,-47.8896859,3,-0.0016147732858089764,8361.417078495026,8365.494458436966,,POINT (-47.8896859 -15.7931298)
111450216,-15.7869798,-47.9076957,3,-0.0002393657192052943,8361.417078495026,8365.494458436966,traffic_signals,POINT (-47.9076957 -15.7869798)
114103910,-15.7866876,-47.8807414,3,-0.0008866658718802245,8361.417078495026,8365.494458436966,,POINT (-47.8807414 -15.7866876)
123853102,-15.8006724,-47.8938029,3,-0.0016793367632604546,8361.417078495026,8365.494458436966,,POINT (-47.8938029 -15.8006724)
141979701,-15.8164869,-47.9119763,3,-0.0019267822736031065,8361.417078495026,8365.494458436966,,POINT (-47.9119763 -15.8164869)
141980289,-15.8112594,-47.9091526,3,-0.0017097295140430183,8361.417078495026,8365.494458436966,,POINT (-47.9091526 -15.8112594)
141980321,-15.8140215,-47.9140829,4,-0.0019267822736031065,8361.417078495026,8365.494458436966,,POINT (-47.9140829 -15.8140215)
141980659,-15.8111215,-47.9089511,3,-0.0014482149248576162,8361.417078495026,8365.494458436966,,POINT (-47.9089511 -15.8111215)
141980694,-15.8080929,-47.9048964,3,-0.0016206627463915808,8361.417078495026,8365.494458436966,,POINT (-47.9048964 -15.8080929)
141980806,-15.8103748,-47.9024619,3,-0.0007768989014362352,8361.417078495026,8365.494458436966,,POINT (-47.9024619 -15.8103748)
141980809,-15.8088752,-47.9007588,3,-0.0014697070522506903,8361.417078495026,8365.494458436966,,POINT (-47.9007588 -15.8088752)
142087751,-15.8112984,-47.8850036,4,-0.0010469295108084446,8361.417078495026,8365.494458436966,,POINT (-47.8850036 -15.8112984)
142087820,-15.8087062,-47.8827332,3,-0.0016548344553732228,8361.417078495026,8365.494458436966,,POINT (-47.8827332 -15.8087062)
142087838,-15.8056951,-47.8801118,3,-0.0012351409815195052,8361.417078495026,8365.494458436966,,POINT (-47.8801118 -15.8056951)
142088003,-15.8097618,-47.8839493,4,-0.0008378887637457516,8361.417078495026,8365.494458436966,,POINT (-47.8839493 -15.8097618)
142089097,-15.812542,-47.8816607,3,-0.00011783979406471864,8361.417078495026,8365.494458436966,,POINT (-47.8816607 -15.812542)
142089214,-15.8112789,-47.8820894,3,-0.0012331577008736242,8361.417078495026,8365.494458436966,,POINT (-47.8820894 -15.8112789)
142089370,-15.8106391,-47.8832183,3,-0.0009548710030976234,8361.417078495026,8365.494458436966,,POINT (-47.8832183 -15.8106391)
142089422,-15.8093837,-47.8835931,3,-0.001516242302139033,8361.417078495026,8365.494458436966,,POINT (-47.8835931 -15.8093837)
142192537,-15.8015668,-47.8781658,3,-0.000308279207845917,8361.417078495026,8365.494458436966,,POINT (-47.8781658 -15.8015668)
142192586,-15.8005693,-47.8767577,3,-0.0007547418032141255,8361.417078495026,8365.494458436966,,POINT (-47.8767577 -15.8005693)
142192643,-15.8000234,-47.8776442,3,-0.00042038394304886727,8361.417078495026,8365.494458436966,,POINT (-47.8776442 -15.8000234)
142192810,-15.8032882,-47.8791046,3,0.0006750546651740566,8361.417078495026,8365.494458436966,,POINT (-47.8791046 -15.8032882)
142192828,-15.8030908,-47.8786701,3,-0.0012725589915651662,8361.417078495026,8365.494458436966,,POINT (-47.8786701 -15.8030908)
142193469,-15.8039747,-47.8788431,3,0.0008633690825699151,8361.417078495026,8365.494458436966,,POINT (-47.8788431 -15.8039747)
142193844,-15.8030353,-47.8796565,3,-0.001048512714600457,8361.417078495026,8365.494458436966,,POINT (-47.8796565 -15.8030353)
142193886,-15.8023456,-47.8817566,3,-0.0008928920851444925,8361.417078495026,8365.494458436966,,POINT (-47.8817566 -15.8023456)
142193908,-15.8035953,-47.8782101,3,-0.0008947171125260225,8361.417078495026,8365.494458436966,,POINT (-47.8782101 -15.8035953)
142194043,-15.8034392,-47.8751001,3,-0.001512050303943992,8361.417078495026,8365.494458436966,,POINT (-47.8751001 -15.8034392)
142194235,-15.8024998,-47.8774778,3,-0.0016227729662027716,8361.417078495026,8365.494458436966,,POINT (-47.8774778 -15.8024998)
142194462,-15.799044,-47.8761354,4,-0.0018509344271181389,8361.417078495026,8365.494458436966,,POINT (-47.8761354 -15.799044)
142194646,-15.7947158,-47.876637,3,-0.00018877036655333613,8361.417078495026,8365.494458436966,,POINT (-47.876637 -15.7947158)
142194667,-15.7965722,-47.8773893,3,-0.0011254107650406921,8361.417078495026,8365.494458436966,,POINT (-47.8773893 -15.7965722)
142195613,-15.796709,-47.8769728,3,-9.670063935928765e-05,8361.417078495026,8365.494458436966,,POINT (-47.8769728 -15.796709)
142195681,-15.7920242,-47.874385,3,-0.0011814009540926768,8361.417078495026,8365.494458436966,,POINT (-47.874385 -15.7920242)
142196689,-15.7949126,-47.876008,3,-0.0003879275010325867,8361.417078495026,8365.494458436966,,POINT (-47.876008 -15.7949126)
142200756,-15.7967332,-47.8829939,3,-0.001432737337773919,8361.417078495026,8365.494458436966,,POINT (-47.8829939 -15.7967332)
142200786,-15.7964138,-47.8831858,3,-0.0014014718443590413,8361.417078495026,8365.494458436966,,POINT (-47.8831858 -15.7964138)
142200802,-15.7958817,-47.8830287,3,-0.0016440232449966325,8361.417078495026,8365.494458436966,,POINT (-47.8830287 -15.7958817)
142200821,-15.7957554,-47.8826683,3,-0.0017941055218109489,8361.417078495026,8365.494458436966,,POINT (-47.8826683 -15.7957554)
142201583,-15.7980559,-47.8849536,3,-0.00019169666283441964,8361.417078495026,8365.494458436966,,POINT (-47.8849536 -15.7980559)
142201604,-15.7981535,-47.8835668,3,6.670821708317995e-05,8361.417078495026,8365.494458436966,,POINT (-47.8835668 -15.7981535)
142201973,-15.796354,-47.8836568,3,0.0003503435061039837,8361.417078495026,8365.494458436966,,POINT (-47.8836568 -15.796354)
142202419,-15.797791,-47.8848485,3,-0.0015172255873190372,8361.417078495026,8365.494458436966,,POINT (-47.8848485 -15.797791)
142202446,-15.797317,-47.883878,3,0.0026627793124412396,8361.417078495026,8365.494458436966,,POINT (-47.883878 -15.797317)
142202659,-15.7989633,-47.8763694,3,-0.0017913721400792135,8361.417078495026,8365.494458436966,,POINT (-47.8763694 -15.7989633)
142202827,-15.7989182,-47.8760556,3,-0.0017465335892737932,8361.417078495026,8365.494458436966,,POINT (-47.8760556 -15.7989182)
142202871,-15.7988362,-47.8763185,3,-0.0014324130935508884,8361.417078495026,8365.494458436966,,POINT (-47.8763185 -15.7988362)
142203076,-15.7984839,-47.8774939,3,0.0001678793867869341,8361.417078495026,8365.494458436966,,POINT (-47.8774939 -15.7984839)
142204023,-15.7995163,-47.8774752,3,-0.0010486478379010068,8361.417078495026,8365.494458436966,,POINT (-47.8774752 -15.7995163)
142204047,-15.7997395,-47.8775516,3,-0.0008424035992871372,8361.417078495026,8365.494458436966,,POINT (-47.8775516 -15.7997395)
142204320,-15.7995511,-47.8769615,3,-0.0017283204122592437,8361.417078495026,8365.494458436966,,POINT (-47.8769615 -15.7995511)
142204345,-15.7987721,-47.8768755,3,-0.0017112988670405461,8361.417078495026,8365.494458436966,,POINT (-47.8768755 -15.7987721)
142204399,-15.7997119,-47.8737648,3,-0.00189523894574782,8361.417078495026,8365.494458436966,,POINT (-47.8737648 -15.7997119)
142204418,-15.8021133,-47.8746059,3,-0.0017745631688225612,8361.417078495026,8365.494458436966,,POINT (-47.8746059 -15.8021133)
142204483,-15.801602,-47.8725305,3,-0.0018257117619792187,8361.417078495026,8365.494458436966,,POINT (-47.8725305 -15.801602)
142205302,-15.8000198,-47.8926109,3,0.0002116007538022921,8361.417078495026,8365.494458436966,,POINT (-47.8926109 -15.8000198)
142205445,-15.7921277,-47.8933937,3,-0.0016551724671177255,8361.417078495026,8365.494458436966,,POINT (-47.8933937 -15.7921277)
142205503,-15.7919342,-47.8904136,3,-0.0006950016623723086,8361.417078495026,8365.494458436966,,POINT (-47.8904136 -15.7919342)
142205679,-15.7923881,-47.8890219,3,-0.00024031681193653482,8361.417078495026,8365.494458436966,,POINT (-47.8890219 -15.7923881)
142205759,-15.7914159,-47.8862707,3,-3.505555987852739e-06,8361.417078495026,8365.494458436966,,POINT (-47.8862707 -15.7914159)
142205814,-15.7914463,-47.8888348,3,-0.0008665844646127033,8361.417078495026,8365.494458436966,,POINT (-47.8888348 -15.7914463)
142206072,-15.792454,-47.8899207,3,-0.0009921594999656503,8361.417078495026,8365.494458436966,,POINT (-47.8899207 -15.792454)
142206420,-15.7923742,-47.889711,3,-0.0010059488714385671,8361.417078495026,8365.494458436966,,POINT (-47.889711 -15.7923742)
142206436,-15.7910222,-47.8901387,3,-0.000612261705126989,8361.417078495026,8365.494458436966,,POINT (-47.8901387 -15.7910222)
