osmid,y,x,street_count,vul,time-vul,time-all,highway,ref,geometry
587993,-23.55821,-46.6382561,3,0.004972994199978335,11021.306567192078,11031.434687614441,,,POINT (-46.6382561 -23.55821)
597282,-23.5510876,-46.6261325,3,0.007558941384247491,11021.306567192078,11031.434687614441,,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,4,0.0003524506310449837,11021.306567192078,11031.434687614441,traffic_signals,,POINT (-46.6252641 -23.5533268)
20944551,-23.538894,-46.6513228,3,-0.00144386517784046,11021.306567192078,11031.434687614441,,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,4,-0.0015003750937734215,11021.306567192078,11031.434687614441,,,POINT (-46.6517752 -23.5403107)
25870836,-23.5635176,-46.6113811,1,-0.00026986364191648694,11021.306567192078,11031.434687614441,traffic_signals,,POINT (-46.6113811 -23.5635176)
25871539,-23.5560493,-46.6222841,3,-0.0007045952510230907,11021.306567192078,11031.434687614441,,,POINT (-46.6222841 -23.5560493)
25871670,-23.5523785,-46.6257511,3,0.0010686174291332957,11021.306567192078,11031.434687614441,,,POINT (-46.6257511 -23.5523785)
25871831,-23.5519102,-46.6257308,4,-0.0006684285845498081,11021.306567192078,11031.434687614441,traffic_signals,,POINT (-46.6257308 -23.5519102)
25871833,-23.5522727,-46.6256216,3,0.00017864167026875302,11021.306567192078,11031.434687614441,,,POINT (-46.6256216 -23.5522727)
25872025,-23.5501074,-46.6266488,3,0.009327540366731966,11021.306567192078,11031.434687614441,,,POINT (-46.6266488 -23.5501074)
25872075,-23.5481997,-46.6286296,3,0.0020517780328424425,11021.306567192078,11031.434687614441,,,POINT (-46.6286296 -23.5481997)
25872212,-23.5461204,-46.6301486,3,0.0018608878245122945,11021.306567192078,11031.434687614441,,,POINT (-46.6301486 -23.5461204)
25872232,-23.5444987,-46.6297656,3,-0.00012090329839233369,11021.306567192078,11031.434687614441,,,POINT (-46.6297656 -23.5444987)
25872236,-23.5448763,-46.6305184,3,0.0012200011897736853,11021.306567192078,11031.434687614441,,,POINT (-46.6305184 -23.5448763)
25872254,-23.5428224,-46.6291191,3,-0.0003273172495556683,11021.306567192078,11031.434687614441,,,POINT (-46.6291191 -23.5428224)
25872264,-23.5436253,-46.6297566,4,-0.001178241967095332,11021.306567192078,11031.434687614441,traffic_signals,,POINT (-46.6297566 -23.5436253)
25872274,-23.5394006,-46.6271577,4,-0.001123742233287004,11021.306567192078,11031.434687614441,traffic_signals,,POINT (-46.6271577 -23.5394006)
25872723,-23.5332714,-46.6254827,3,-0.0013489727564831456,11021.306567192078,11031.434687614441,,,POINT (-46.6254827 -23.5332714)
25872726,-23.5330563,-46.6255492,3,-0.0014422087879133849,11021.306567192078,11031.434687614441,,,POINT (-46.6255492 -23.5330563)
25872749,-23.5320811,-46.6259967,4,-0.0005367908440307925,11021.306567192078,11031.434687614441,traffic_signals,,POINT (-46.6259967 -23.5320811)
25872763,-23.5316319,-46.6257805,4,-0.00012642205374775378,11021.306567192078,11031.434687614441,crossing,,POINT (-46.6257805 -23.5316319)
