osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
876560967,-23.2191028,-45.9103038,traffic_signals,4,-0.0016667097631970047,34181.183814525604,34185.985855579376,,POINT (-45.9103038 -23.2191028)
876560980,-23.2198037,-45.9161915,,1,-0.0018621973929235944,34181.183814525604,34185.985855579376,,POINT (-45.9161915 -23.2198037)
876561059,-23.2185167,-45.9106397,,3,-0.0011067418516416563,34181.183814525604,34185.985855579376,,POINT (-45.9106397 -23.2185167)
876561061,-23.2262819,-45.912146,,4,-0.001617714285399227,34181.183814525604,34185.985855579376,,POINT (-45.912146 -23.2262819)
878203360,-23.2317628,-45.9135159,,3,-0.0013356503686227329,34181.183814525604,34185.985855579376,,POINT (-45.9135159 -23.2317628)
878203443,-23.2342395,-45.9166656,,3,-0.0005955119799156494,34181.183814525604,34185.985855579376,,POINT (-45.9166656 -23.2342395)
878203514,-23.2291393,-45.9126734,,3,-0.0013564043901786048,34181.183814525604,34185.985855579376,,POINT (-45.9126734 -23.2291393)
883511380,-23.2308025,-45.9158837,,3,-0.0018204093512904527,34181.183814525604,34185.985855579376,,POINT (-45.9158837 -23.2308025)
883511541,-23.2311935,-45.920316,,3,-0.0011161441581315837,34181.183814525604,34185.985855579376,,POINT (-45.920316 -23.2311935)
883511553,-23.2235343,-45.9160151,,3,-0.001781063046350619,34181.183814525604,34185.985855579376,,POINT (-45.9160151 -23.2235343)
883511792,-23.2277327,-45.9158022,,3,-0.0016644281985895954,34181.183814525604,34185.985855579376,,POINT (-45.9158022 -23.2277327)
883512022,-23.2308103,-45.9160172,,3,-0.0018258060253010403,34181.183814525604,34185.985855579376,,POINT (-45.9160172 -23.2308103)
884411098,-23.2058738,-45.9061609,traffic_signals,5,-0.000995310112712525,34181.183814525604,34185.985855579376,,POINT (-45.9061609 -23.2058738)
908437131,-23.2297286,-45.9127814,,4,-0.0011742092362796992,34181.183814525604,34185.985855579376,,POINT (-45.9127814 -23.2297286)
908437180,-23.2284693,-45.9138097,,4,-0.0014289734177658614,34181.183814525604,34185.985855579376,,POINT (-45.9138097 -23.2284693)
908437293,-23.2295932,-45.913027,,3,-0.0016746514909562328,34181.183814525604,34185.985855579376,,POINT (-45.913027 -23.2295932)
908437682,-23.2289365,-45.9140526,,4,-0.0016297043976064062,34181.183814525604,34185.985855579376,,POINT (-45.9140526 -23.2289365)
934161191,-23.2238343,-45.8991355,,3,-0.0018621973929235944,34181.183814525604,34185.985855579376,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,-0.0018621973929235944,34181.183814525604,34185.985855579376,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,-0.0012327997376126068,34181.183814525604,34185.985855579376,,POINT (-45.9009728 -23.2236371)
943022725,-23.218965,-45.9107462,,3,-0.00039627457253749274,34181.183814525604,34185.985855579376,,POINT (-45.9107462 -23.218965)
943022742,-23.226088,-45.9132971,,3,-0.001813313452223202,34181.183814525604,34185.985855579376,,POINT (-45.9132971 -23.226088)
