osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
884411098,-23.2058738,-45.9061609,traffic_signals,5,-0.0001965165796577117,3333.1023836135864,3336.686201095581,,POINT (-45.9061609 -23.2058738)
934161191,-23.2238343,-45.8991355,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8991355 -23.2238343)
934161195,-23.2238331,-45.8982195,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8982195 -23.2238331)
934163157,-23.2236371,-45.9009728,,3,-0.0002941981010677941,3333.1023836135864,3336.686201095581,,POINT (-45.9009728 -23.2236371)
970047010,-23.2293837,-45.8844765,traffic_signals,4,-0.0011010533807108158,3333.1023836135864,3336.686201095581,,POINT (-45.8844765 -23.2293837)
970047065,-23.2320334,-45.8927507,,3,-0.0015539604737631603,3333.1023836135864,3336.686201095581,,POINT (-45.8927507 -23.2320334)
970047128,-23.229012,-45.8911766,traffic_signals,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8911766 -23.229012)
970047153,-23.2251407,-45.8857229,,3,-0.0016764353196276989,3333.1023836135864,3336.686201095581,,POINT (-45.8857229 -23.2251407)
970047171,-23.2252522,-45.8858854,,4,-0.0015998215122493668,3333.1023836135864,3336.686201095581,,POINT (-45.8858854 -23.2252522)
970387137,-23.2221904,-45.8891946,traffic_signals,4,-0.0011893222492170739,3333.1023836135864,3336.686201095581,,POINT (-45.8891946 -23.2221904)
1102127919,-23.2104235,-45.8893561,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8893561 -23.2104235)
1102127925,-23.2141884,-45.8862346,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8862346 -23.2141884)
1102127943,-23.2131002,-45.8864307,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8864307 -23.2131002)
1102127944,-23.2095077,-45.8883745,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8883745 -23.2095077)
1102127945,-23.2085438,-45.8873311,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8873311 -23.2085438)
1102127950,-23.216962,-45.8831093,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8831093 -23.216962)
1102127952,-23.2166521,-45.882432,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.882432 -23.2166521)
1102127957,-23.2089926,-45.8878137,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8878137 -23.2089926)
1102127960,-23.2135545,-45.8869167,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8869167 -23.2135545)
1102127967,-23.2161424,-45.8842107,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8842107 -23.2161424)
1102127972,-23.2121923,-45.8854322,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8854322 -23.2121923)
1102127996,-23.2167704,-45.8835109,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8835109 -23.2167704)
1102128010,-23.2158295,-45.8844874,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8844874 -23.2158295)
1102128028,-23.2116893,-45.8889712,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8889712 -23.2116893)
1102128034,-23.2151479,-45.885213,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.885213 -23.2151479)
1102128035,-23.2119066,-45.8887402,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8887402 -23.2119066)
1102128037,-23.2158435,-45.8819337,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8819337 -23.2158435)
1102128041,-23.2126502,-45.8859325,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8859325 -23.2126502)
1102845653,-23.2239868,-45.8891054,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8891054 -23.2239868)
1102845655,-23.2237652,-45.8937763,mini_roundabout,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8937763 -23.2237652)
1102845656,-23.2232626,-45.8935438,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8935438 -23.2232626)
1102845660,-23.2240436,-45.894329,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.894329 -23.2240436)
1102845666,-23.2258421,-45.8948422,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8948422 -23.2258421)
1102845670,-23.2246035,-45.8947037,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8947037 -23.2246035)
1102845672,-23.2286982,-45.892651,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.892651 -23.2286982)
1102845674,-23.2279232,-45.8882643,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8882643 -23.2279232)
1102845676,-23.2262392,-45.8899221,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8899221 -23.2262392)
1102845679,-23.2265581,-45.8937958,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8937958 -23.2265581)
1102845682,-23.2293002,-45.8857364,,3,-0.0017085197862007667,3333.1023836135864,3336.686201095581,,POINT (-45.8857364 -23.2293002)
1102845685,-23.2269986,-45.889069,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.889069 -23.2269986)
1102845687,-23.2275022,-45.8859422,,3,-0.0017540042139291112,3333.1023836135864,3336.686201095581,,POINT (-45.8859422 -23.2275022)
1102845690,-23.2292086,-45.8881042,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8881042 -23.2292086)
1102845695,-23.2235753,-45.8947277,,3,-0.0017464312817267991,3333.1023836135864,3336.686201095581,,POINT (-45.8947277 -23.2235753)
1102845699,-23.2275324,-45.8884964,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8884964 -23.2275324)
1102845702,-23.2260397,-45.8868667,,3,-0.0017560588606823882,3333.1023836135864,3336.686201095581,,POINT (-45.8868667 -23.2260397)
1102845703,-23.226297,-45.8882928,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8882928 -23.226297)
1102845706,-23.2254724,-45.8874395,,3,-0.0016137605732407991,3333.1023836135864,3336.686201095581,,POINT (-45.8874395 -23.2254724)
1102845708,-23.2257366,-45.8897116,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8897116 -23.2257366)
1102845710,-23.2292572,-45.8869718,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8869718 -23.2292572)
1102845715,-23.227507,-45.8872595,,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8872595 -23.227507)
1102845718,-23.2234559,-45.8944088,,3,-0.001662693087325758,3333.1023836135864,3336.686201095581,,POINT (-45.8944088 -23.2234559)
1102845728,-23.2279139,-45.8938272,,3,-0.0014767741472685668,3333.1023836135864,3336.686201095581,,POINT (-45.8938272 -23.2279139)
1102845732,-23.2252527,-45.8894604,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8894604 -23.2252527)
1102845793,-23.2264172,-45.890003,,3,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.890003 -23.2264172)
1102845794,-23.2243643,-45.8919279,mini_roundabout,4,-0.0018621973929236935,3333.1023836135864,3336.686201095581,,POINT (-45.8919279 -23.2243643)
1261491124,-23.204638,-45.9053731,,3,0.00042544875229091753,3333.1023836135864,3336.686201095581,,POINT (-45.9053731 -23.204638)
1316079758,-23.2319572,-45.8803864,,3,-0.0015884643117300842,3333.1023836135864,3336.686201095581,,POINT (-45.8803864 -23.2319572)
1316079763,-23.2307705,-45.8803205,,4,-0.0012904957298194813,3333.1023836135864,3336.686201095581,,POINT (-45.8803205 -23.2307705)
1316079771,-23.2342517,-45.880553,,3,-0.0008023304640363743,3333.1023836135864,3336.686201095581,,POINT (-45.880553 -23.2342517)
1316079773,-23.2348109,-45.8805925,,3,-0.0011332483256392314,3333.1023836135864,3336.686201095581,,POINT (-45.8805925 -23.2348109)
1316079777,-23.2331492,-45.8804553,,3,-0.001025247316030512,3333.1023836135864,3336.686201095581,,POINT (-45.8804553 -23.2331492)
1316079781,-23.231371,-45.8803546,,3,-0.0015794496212691944,3333.1023836135864,3336.686201095581,,POINT (-45.8803546 -23.231371)
1316079782,-23.2302135,-45.8802957,,3,-0.0016438913419093495,3333.1023836135864,3336.686201095581,,POINT (-45.8802957 -23.2302135)
