osmid,y,x,street_count,vul,time-vul,time-all,highway,ref,geometry
35574856,-22.9237464,-43.1775684,3,-0.001884928097067991,2650.67266869545,2655.2068309783936,,,POINT (-43.1775684 -22.9237464)
35574857,-22.9249087,-43.179602,3,-0.0008710463079332487,2650.67266869545,2655.2068309783936,,,POINT (-43.179602 -22.9249087)
35574866,-22.9240681,-43.181524,4,-0.0022805017103763106,2650.67266869545,2655.2068309783936,,,POINT (-43.181524 -22.9240681)
35576991,-22.9245362,-43.1768694,3,0.0010319116459275338,2650.67266869545,2655.2068309783936,,,POINT (-43.1768694 -22.9245362)
35577095,-22.921972,-43.1770849,4,-0.0005206876969101881,2650.67266869545,2655.2068309783936,,,POINT (-43.1770849 -22.921972)
35577097,-22.9235834,-43.1774062,3,-0.001987837855162118,2650.67266869545,2655.2068309783936,,,POINT (-43.1774062 -22.9235834)
35577403,-22.9254268,-43.1731026,4,-0.0016693954605206682,2650.67266869545,2655.2068309783936,,,POINT (-43.1731026 -22.9254268)
35577404,-22.9259998,-43.1793536,3,-0.0022805017103763106,2650.67266869545,2655.2068309783936,,,POINT (-43.1793536 -22.9259998)
35577987,-22.9253226,-43.1785296,3,-0.0022805017103763106,2650.67266869545,2655.2068309783936,,,POINT (-43.1785296 -22.9253226)
146181112,-22.918872,-43.1740796,3,-0.00021974368445982148,2650.67266869545,2655.2068309783936,,,POINT (-43.1740796 -22.918872)
146181676,-22.9120813,-43.1721014,3,-8.327925509010898e-05,2650.67266869545,2655.2068309783936,,,POINT (-43.1721014 -22.9120813)
146187485,-22.9189564,-43.1745579,3,-0.0007664960607749853,2650.67266869545,2655.2068309783936,,,POINT (-43.1745579 -22.9189564)
146187494,-22.9233682,-43.17124,3,-0.0008333721924926121,2650.67266869545,2655.2068309783936,,,POINT (-43.17124 -22.9233682)
146422286,-22.9068053,-43.1957247,3,-0.0019069354545236642,2650.67266869545,2655.2068309783936,,,POINT (-43.1957247 -22.9068053)
147443974,-22.9304822,-43.1861643,1,-0.0005313646981955183,2650.67266869545,2655.2068309783936,,,POINT (-43.1861643 -22.9304822)
148434691,-22.9011273,-43.1791939,5,0.0007951221531876988,2650.67266869545,2655.2068309783936,,,POINT (-43.1791939 -22.9011273)
148442381,-22.9067893,-43.1966936,3,-0.0016993995884717011,2650.67266869545,2655.2068309783936,,,POINT (-43.1966936 -22.9067893)
148446284,-22.9070934,-43.1965696,3,-0.0021748278107174977,2650.67266869545,2655.2068309783936,,,POINT (-43.1965696 -22.9070934)
148448813,-22.907241,-43.1980771,3,-0.0016801703635589285,2650.67266869545,2655.2068309783936,,,POINT (-43.1980771 -22.907241)
148449036,-22.9040915,-43.1875968,3,-0.001914972840446729,2650.67266869545,2655.2068309783936,,,POINT (-43.1875968 -22.9040915)
148450225,-22.9038796,-43.1863939,3,-0.0007548054100493909,2650.67266869545,2655.2068309783936,traffic_signals,,POINT (-43.1863939 -22.9038796)
148453426,-22.9063018,-43.195555,3,0.002174215361661472,2650.67266869545,2655.2068309783936,,,POINT (-43.195555 -22.9063018)
148454300,-22.9028467,-43.1842005,3,-0.0006781388613476096,2650.67266869545,2655.2068309783936,crossing,,POINT (-43.1842005 -22.9028467)
148456112,-22.9030033,-43.1852157,3,-0.0021634878837080264,2650.67266869545,2655.2068309783936,,,POINT (-43.1852157 -22.9030033)
148456212,-22.9080703,-43.2010545,3,0.00018765521738495322,2650.67266869545,2655.2068309783936,,,POINT (-43.2010545 -22.9080703)
148458099,-22.9084336,-43.2017672,3,-0.0022805017103763106,2650.67266869545,2655.2068309783936,,,POINT (-43.2017672 -22.9084336)
151037455,-22.9257304,-43.1765909,4,-5.802003354432289e-05,2650.67266869545,2655.2068309783936,,,POINT (-43.1765909 -22.9257304)
153834344,-22.9203625,-43.1938876,3,0.002148059469855065,2650.67266869545,2655.2068309783936,,,POINT (-43.1938876 -22.9203625)
153834358,-22.9108955,-43.1960924,3,0.0023194343808729343,2650.67266869545,2655.2068309783936,,,POINT (-43.1960924 -22.9108955)
153837668,-22.9186876,-43.1945997,3,0.00032193613895282786,2650.67266869545,2655.2068309783936,,,POINT (-43.1945997 -22.9186876)
153837674,-22.9198993,-43.1943154,3,0.0013225714404979194,2650.67266869545,2655.2068309783936,,,POINT (-43.1943154 -22.9198993)
161889868,-22.9065846,-43.1977033,3,0.004545582576670739,2650.67266869545,2655.2068309783936,,,POINT (-43.1977033 -22.9065846)
161891241,-22.906573,-43.1977882,3,0.006272122699422498,2650.67266869545,2655.2068309783936,,,POINT (-43.1977882 -22.906573)
161894279,-22.9070753,-43.1979816,3,-0.00140410611885183,2650.67266869545,2655.2068309783936,,,POINT (-43.1979816 -22.9070753)
161899430,-22.9058053,-43.1978448,3,-0.0011545176658314055,2650.67266869545,2655.2068309783936,,,POINT (-43.1978448 -22.9058053)
161899433,-22.9063052,-43.1981618,3,-0.0004739851151710243,2650.67266869545,2655.2068309783936,,,POINT (-43.1981618 -22.9063052)
173782514,-22.9099776,-43.1682323,3,-0.0005482505549766789,2650.67266869545,2655.2068309783936,,,POINT (-43.1682323 -22.9099776)
186052085,-22.9195868,-43.1940874,3,-0.001968648192119381,2650.67266869545,2655.2068309783936,,,POINT (-43.1940874 -22.9195868)
186052086,-22.9192259,-43.19422,3,-0.0015224520560953468,2650.67266869545,2655.2068309783936,,,POINT (-43.19422 -22.9192259)
186054669,-22.9131659,-43.1946964,3,-0.0008883058828726251,2650.67266869545,2655.2068309783936,,,POINT (-43.1946964 -22.9131659)
186056246,-22.9167025,-43.1939681,3,-0.00044960320933011447,2650.67266869545,2655.2068309783936,,,POINT (-43.1939681 -22.9167025)
