osmid,y,x,street_count,vul,time-vul,time-all,highway,ref,geometry
21638889,41.3821491,2.1841315,3,-0.0017467248908297917,2009.8339624404907,2011.0789639949799,,,POINT (2.1841315 41.3821491)
21638891,41.3826029,2.1831923,4,-0.0014468751130522217,2009.8339624404907,2011.0789639949799,,,POINT (2.1831923 41.3826029)
21638917,41.375966,2.1781634,3,0.00042358283578114295,2009.8339624404907,2011.0789639949799,,,POINT (2.1781634 41.375966)
26057116,41.3857494,2.1701343,4,0.010167248898983404,2009.8339624404907,2011.0789639949799,,,POINT (2.1701343 41.3857494)
26057125,41.3873921,2.1685651,4,-0.0004193464950259555,2009.8339624404907,2011.0789639949799,,,POINT (2.1685651 41.3873921)
26057131,41.3888075,2.1723496,5,0.002219597492251963,2009.8339624404907,2011.0789639949799,,,POINT (2.1723496 41.3888075)
26057304,41.3865594,2.1662922,4,-0.0009349003195474046,2009.8339624404907,2011.0789639949799,,,POINT (2.1662922 41.3865594)
26057312,41.389593,2.16837,4,-0.0005945225056271882,2009.8339624404907,2011.0789639949799,,,POINT (2.16837 41.389593)
26057341,41.3893033,2.1736889,4,-0.0005394422829483747,2009.8339624404907,2011.0789639949799,,,POINT (2.1736889 41.3893033)
26057342,41.3899292,2.1753258,4,-9.527303888322911e-05,2009.8339624404907,2011.0789639949799,,,POINT (2.1753258 41.3899292)
26057345,41.3892283,2.1762283,3,-0.0016198042900500344,2009.8339624404907,2011.0789639949799,,,POINT (2.1762283 41.3892283)
26057346,41.3889575,2.1758863,3,-0.0015612723137858066,2009.8339624404907,2011.0789639949799,,,POINT (2.1758863 41.3889575)
26057347,41.3889558,2.1737424,3,-0.0017467248908297917,2009.8339624404907,2011.0789639949799,,,POINT (2.1737424 41.3889558)
26057388,41.3838266,2.1608564,4,0.00010026580244142101,2009.8339624404907,2011.0789639949799,,,POINT (2.1608564 41.3838266)
26057389,41.3846778,2.1619691,4,-0.0004281110462358785,2009.8339624404907,2011.0789639949799,,,POINT (2.1619691 41.3846778)
26198828,41.3812781,2.1574616,3,-0.0009181775739610014,2009.8339624404907,2011.0789639949799,,,POINT (2.1574616 41.3812781)
26198831,41.3804334,2.1563247,4,-0.0004661133339112268,2009.8339624404907,2011.0789639949799,,,POINT (2.1563247 41.3804334)
26198833,41.3795841,2.1551756,4,-0.0008616478132935671,2009.8339624404907,2011.0789639949799,,,POINT (2.1551756 41.3795841)
26198844,41.3778725,2.1529147,4,-0.001051329040556215,2009.8339624404907,2011.0789639949799,traffic_signals,,POINT (2.1529147 41.3778725)
30227025,41.3782059,2.1733456,3,-0.00035181868695600114,2009.8339624404907,2011.0789639949799,,,POINT (2.1733456 41.3782059)
30227027,41.3775175,2.1745094,1,-0.0017467248908297917,2009.8339624404907,2011.0789639949799,,,POINT (2.1745094 41.3775175)
30227032,41.3777597,2.1728957,3,-0.0003490623167105389,2009.8339624404907,2011.0789639949799,,,POINT (2.1728957 41.3777597)
30227034,41.3770587,2.1739954,1,-0.0017467248908297917,2009.8339624404907,2011.0789639949799,,,POINT (2.1739954 41.3770587)
30227035,41.3805733,2.1708255,3,0.00019186594941074964,2009.8339624404907,2011.0789639949799,,,POINT (2.1708255 41.3805733)
30227037,41.3791144,2.1721135,1,-0.0017467248908297917,2009.8339624404907,2011.0789639949799,,,POINT (2.1721135 41.3791144)
30227049,41.3782126,2.1711198,2,-0.0017467248908297917,2009.8339624404907,2011.0789639949799,,,POINT (2.1711198 41.3782126)
30227050,41.3778764,2.1717029,4,0.0005187264789484067,2009.8339624404907,2011.0789639949799,,,POINT (2.1717029 41.3778764)
30227052,41.3774098,2.1725123,3,-0.0015270543077313395,2009.8339624404907,2011.0789639949799,,,POINT (2.1725123 41.3774098)
30227068,41.3773903,2.1711983,3,-0.0007536904798186492,2009.8339624404907,2011.0789639949799,,,POINT (2.1711983 41.3773903)
