osmid,y,x,street_count,vul,time-vul,time-all,highway,ref,geometry
42421828,40.725326,-73.976212,3,-0.002659574468085207,5277.2813358306885,5282.41254734993,,,POINT (-73.976212 40.725326)
42421877,40.7328569,-73.9959291,4,-0.002309896312210248,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9959291 40.7328569)
42421889,40.7341463,-73.9991816,4,-0.0022560948084148365,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9991816 40.7341463)
42421969,40.7692956,-73.9810586,3,-0.002527655936914138,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9810586 40.7692956)
42421972,40.7697925,-73.982236,4,-0.0025547881388953146,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.982236 40.7697925)
42421974,40.7704797,-73.9838597,3,-0.0024403591163168824,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9838597 40.7704797)
42422258,40.748197,-74.00742,3,-0.0026454345497723577,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-74.00742 40.748197)
42422509,40.7381466,-73.9736517,3,-0.002598545560697336,5277.2813358306885,5282.41254734993,,,POINT (-73.9736517 40.7381466)
42422899,40.7456883,-73.9721236,4,-0.0024127268471508365,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9721236 40.7456883)
42423020,40.7460792,-73.9749383,5,-0.0017639453814034436,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9749383 40.7460792)
42423549,40.721087,-73.9747151,3,-0.002659574468085207,5277.2813358306885,5282.41254734993,motorway_junction,5,POINT (-73.9747151 40.721087)
42423564,40.7589831,-73.9645095,3,-0.0026251099044295287,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9645095 40.7589831)
42423565,40.7596426,-73.9640002,4,-0.002369954231038513,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9640002 40.7596426)
42423579,40.7595738,-73.960551,3,-0.00026805876525437257,5277.2813358306885,5282.41254734993,,,POINT (-73.960551 40.7595738)
42423674,40.766876,-73.979076,3,-0.0025678862545850793,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.979076 40.766876)
42423752,40.7620775,-73.9619964,4,-0.0023882002923172807,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9619964 40.7620775)
42423774,40.738339,-73.9738156,3,0.001865889969020585,5277.2813358306885,5282.41254734993,,,POINT (-73.9738156 40.738339)
42423832,40.7587817,-73.998505,3,-0.0024722307051935825,5277.2813358306885,5282.41254734993,,,POINT (-73.998505 40.7587817)
42423836,40.7593876,-73.9969538,3,-0.002541024856131012,5277.2813358306885,5282.41254734993,,,POINT (-73.9969538 40.7593876)
42423847,40.7588687,-73.9992001,3,-0.001552175543018114,5277.2813358306885,5282.41254734993,,,POINT (-73.9992001 40.7588687)
42423885,40.7577433,-73.9968456,4,-0.001986052339593571,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9968456 40.7577433)
42424089,40.7606212,-73.9643559,5,-0.002065582472569943,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9643559 40.7606212)
42424218,40.7693848,-73.9950304,3,-0.0024226309449135374,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9950304 40.7693848)
42424672,40.7593001,-73.9592658,4,-0.0012754161078910654,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9592658 40.7593001)
42424789,40.7576654,-73.9948115,4,-0.0020412804247742986,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9948115 40.7576654)
42426816,40.7472955,-73.9758273,4,-0.002390517735128325,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9758273 40.7472955)
42426851,40.74693,-73.9692725,3,-0.0016902956028727648,5277.2813358306885,5282.41254734993,,,POINT (-73.9692725 40.74693)
42426865,40.7374172,-73.974504,3,0.002086023988315458,5277.2813358306885,5282.41254734993,motorway_junction,7,POINT (-73.974504 40.7374172)
42426875,40.7369776,-73.9749044,3,-0.002466908418066619,5277.2813358306885,5282.41254734993,,,POINT (-73.9749044 40.7369776)
42427369,40.7396792,-73.9909583,4,-0.0025207606866640983,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9909583 40.7396792)
42427371,40.7410305,-73.9941671,4,-0.0024517079494699484,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9941671 40.7410305)
42427374,40.742228,-73.997007,4,-0.002476954963156966,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.997007 40.742228)
42427381,40.7434264,-73.9998513,4,-0.0025000501335162868,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9998513 40.7434264)
42427386,40.7446399,-74.0027323,4,-0.0024966346718719146,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-74.0027323 40.7446399)
42427390,40.745816,-74.005535,4,-0.002496531710092308,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-74.005535 40.745816)
42427393,40.746795,-74.0078599,3,-0.002621606732177242,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-74.0078599 40.746795)
42427423,40.7435682,-73.9923179,4,-0.0024432408283867834,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9923179 40.7435682)
42427426,40.744765,-73.9951595,4,-0.002500265302195929,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.9951595 40.744765)
42427427,40.7459612,-73.998,4,-0.002505461428401027,5277.2813358306885,5282.41254734993,traffic_signals,,POINT (-73.998 40.7459612)
