osmid,y,x,highway,street_count,vul,time-vul,time-all,ref,geometry
582438,-23.528187,-46.6619198,traffic_signals,4,-0.001467769010408866,65519.170540332794,65526.035022974014,,POINT (-46.6619198 -23.528187)
587993,-23.55821,-46.6382561,,3,0.005932163867375826,65519.170540332794,65526.035022974014,,POINT (-46.6382561 -23.55821)
597269,-23.5689779,-46.608044,traffic_signals,4,-0.0014147949165395533,65519.170540332794,65526.035022974014,,POINT (-46.608044 -23.5689779)
597270,-23.5685427,-46.6078851,traffic_signals,4,-0.0014126771339888324,65519.170540332794,65526.035022974014,,POINT (-46.6078851 -23.5685427)
597282,-23.5510876,-46.6261325,,3,0.006009777415938868,65519.170540332794,65526.035022974014,,POINT (-46.6261325 -23.5510876)
597283,-23.5533268,-46.6252641,traffic_signals,4,-0.0006366960599997936,65519.170540332794,65526.035022974014,,POINT (-46.6252641 -23.5533268)
597426,-23.5252524,-46.6253024,,3,-0.001253933422366701,65519.170540332794,65526.035022974014,,POINT (-46.6253024 -23.5252524)
597434,-23.5230076,-46.6129726,motorway_junction,3,0.00040583508537135095,65519.170540332794,65526.035022974014,,POINT (-46.6129726 -23.5230076)
597437,-23.5241424,-46.6086344,,3,-0.0012900086915675745,65519.170540332794,65526.035022974014,,POINT (-46.6086344 -23.5241424)
20944547,-23.5321244,-46.6587483,traffic_signals,4,-0.0013382573303188424,65519.170540332794,65526.035022974014,,POINT (-46.6587483 -23.5321244)
20944548,-23.534842,-46.6601022,traffic_signals,4,-0.0014719242971006758,65519.170540332794,65526.035022974014,,POINT (-46.6601022 -23.534842)
20944550,-23.5372021,-46.6535506,traffic_signals,4,-0.001373695225270601,65519.170540332794,65526.035022974014,,POINT (-46.6535506 -23.5372021)
20944551,-23.538894,-46.6513228,,3,-0.001467935833792675,65519.170540332794,65526.035022974014,,POINT (-46.6513228 -23.538894)
20944552,-23.5403107,-46.6517752,,4,-0.0014923077991971948,65519.170540332794,65526.035022974014,,POINT (-46.6517752 -23.5403107)
20944553,-23.5400651,-46.6526531,,3,-0.001472580853546084,65519.170540332794,65526.035022974014,,POINT (-46.6526531 -23.5400651)
20944554,-23.5416139,-46.6531738,traffic_signals,4,-0.001455912434630017,65519.170540332794,65526.035022974014,,POINT (-46.6531738 -23.5416139)
20944556,-23.5477074,-46.6552234,traffic_signals,4,-0.0014453927950054722,65519.170540332794,65526.035022974014,,POINT (-46.6552234 -23.5477074)
25777925,-23.5207514,-46.6433446,,3,-0.0010394820771868537,65519.170540332794,65526.035022974014,,POINT (-46.6433446 -23.5207514)
25777928,-23.5208924,-46.6426901,,3,-0.0014736593943344006,65519.170540332794,65526.035022974014,,POINT (-46.6426901 -23.5208924)
25777943,-23.5197443,-46.6361611,,3,-0.0015003750937733237,65519.170540332794,65526.035022974014,,POINT (-46.6361611 -23.5197443)
25778039,-23.5199594,-46.626918,,3,-0.0010869965675115105,65519.170540332794,65526.035022974014,,POINT (-46.626918 -23.5199594)
25778134,-23.5218113,-46.6141929,,3,-0.001368514184012032,65519.170540332794,65526.035022974014,,POINT (-46.6141929 -23.5218113)
25778137,-23.5232174,-46.6126896,,3,-0.0006428589446585221,65519.170540332794,65526.035022974014,,POINT (-46.6126896 -23.5232174)
25778140,-23.52377,-46.6115037,,3,-0.0013938879401262027,65519.170540332794,65526.035022974014,,POINT (-46.6115037 -23.52377)
25778144,-23.5240816,-46.6101309,,3,-0.0013696714034694569,65519.170540332794,65526.035022974014,,POINT (-46.6101309 -23.5240816)
25778147,-23.5241708,-46.6089591,,3,-0.001441024121938412,65519.170540332794,65526.035022974014,,POINT (-46.6089591 -23.5241708)
25783030,-23.5219155,-46.6056686,,3,-0.0011446448976038743,65519.170540332794,65526.035022974014,,POINT (-46.6056686 -23.5219155)
25783050,-23.5224308,-46.609309,motorway_junction,3,-0.0012918900252801156,65519.170540332794,65526.035022974014,,POINT (-46.609309 -23.5224308)
25783146,-23.5218114,-46.6115765,,3,-0.001369686106733734,65519.170540332794,65526.035022974014,,POINT (-46.6115765 -23.5218114)
