osmid,y,x,street_count,vul,time-vul,time-all,highway,ref,geometry
21638845,41.3700925,2.187743,3,-0.0004236689058566188,130831.20967674255,130834.70486426353,,,POINT (2.187743 41.3700925)
21638855,41.3749826,2.1888306,3,-0.0004508781309605941,130831.20967674255,130834.70486426353,,,POINT (2.1888306 41.3749826)
21638859,41.3763469,2.1886934,3,-0.00026202770229239266,130831.20967674255,130834.70486426353,,,POINT (2.1886934 41.3763469)
21638861,41.3780115,2.1880402,3,6.539287064863313e-05,130831.20967674255,130834.70486426353,,,POINT (2.1880402 41.3780115)
21638865,41.3767732,2.1906313,1,-0.00013249284718557807,130831.20967674255,130834.70486426353,,,POINT (2.1906313 41.3767732)
21638867,41.3782089,2.1889331,4,-0.000453273774155724,130831.20967674255,130834.70486426353,,,POINT (2.1889331 41.3782089)
21638868,41.3784394,2.1899711,3,-0.00046992481203006454,130831.20967674255,130834.70486426353,,,POINT (2.1899711 41.3784394)
21638869,41.3785912,2.1906605,4,-0.0004667649033304584,130831.20967674255,130834.70486426353,,,POINT (2.1906605 41.3785912)
21638877,41.3791109,2.1891407,4,-0.0004240356155787267,130831.20967674255,130834.70486426353,,,POINT (2.1891407 41.3791109)
21638878,41.3792994,2.1900047,4,-0.000371479930290005,130831.20967674255,130834.70486426353,,,POINT (2.1900047 41.3792994)
21638882,41.3805427,2.1878203,4,-0.0004550053328379287,130831.20967674255,130834.70486426353,,,POINT (2.1878203 41.3805427)
21638889,41.3821491,2.1841315,3,-0.0003679100454812468,130831.20967674255,130834.70486426353,,,POINT (2.1841315 41.3821491)
21638891,41.3826029,2.1831923,4,-0.00034713040351779147,130831.20967674255,130834.70486426353,,,POINT (2.1831923 41.3826029)
21638917,41.375966,2.1781634,3,0.002744221712428069,130831.20967674255,130834.70486426353,,,POINT (2.1781634 41.375966)
21638920,41.3754663,2.177604,3,0.0010714298165709233,130831.20967674255,130834.70486426353,,,POINT (2.177604 41.3754663)
21638921,41.3755381,2.1774317,3,9.55499680400953e-05,130831.20967674255,130834.70486426353,,,POINT (2.1774317 41.3755381)
21638922,41.3757129,2.1773686,3,-0.0002972627884147565,130831.20967674255,130834.70486426353,,,POINT (2.1773686 41.3757129)
26057050,41.3749125,2.148548,3,-9.667156771882683e-05,130831.20967674255,130834.70486426353,,,POINT (2.148548 41.3749125)
26057076,41.3733143,2.1762752,3,-0.0003119511661345574,130831.20967674255,130834.70486426353,,,POINT (2.1762752 41.3733143)
26057079,41.3736617,2.1768881,3,0.00018208670143661743,130831.20967674255,130834.70486426353,,,POINT (2.1768881 41.3736617)
26057116,41.3857494,2.1701343,4,0.003625156937257457,130831.20967674255,130834.70486426353,,,POINT (2.1701343 41.3857494)
26057125,41.3873921,2.1685651,4,-0.00011712445940460458,130831.20967674255,130834.70486426353,,,POINT (2.1685651 41.3873921)
26057131,41.3888075,2.1723496,5,0.0003976031338511554,130831.20967674255,130834.70486426353,,,POINT (2.1723496 41.3888075)
26057304,41.3865594,2.1662922,4,-0.00030803739455033125,130831.20967674255,130834.70486426353,,,POINT (2.1662922 41.3865594)
26057312,41.389593,2.16837,4,-0.00021901703094639855,130831.20967674255,130834.70486426353,,,POINT (2.16837 41.389593)
26057341,41.3893033,2.1736889,4,-0.0001748824931695216,130831.20967674255,130834.70486426353,,,POINT (2.1736889 41.3893033)
26057342,41.3899292,2.1753258,4,-9.307787950585351e-05,130831.20967674255,130834.70486426353,,,POINT (2.1753258 41.3899292)
26057345,41.3892283,2.1762283,3,-0.0004490539032523321,130831.20967674255,130834.70486426353,,,POINT (2.1762283 41.3892283)
26057346,41.3889575,2.1758863,3,-0.0004372119514218184,130831.20967674255,130834.70486426353,,,POINT (2.1758863 41.3889575)
26057347,41.3889558,2.1737424,3,-0.00046992481203006454,130831.20967674255,130834.70486426353,,,POINT (2.1737424 41.3889558)
26057388,41.3838266,2.1608564,4,0.000714938634544754,130831.20967674255,130834.70486426353,,,POINT (2.1608564 41.3838266)
26057389,41.3846778,2.1619691,4,0.0001382729244787788,130831.20967674255,130834.70486426353,,,POINT (2.1619691 41.3846778)
26198828,41.3812781,2.1574616,3,0.00043227844226696456,130831.20967674255,130834.70486426353,,,POINT (2.1574616 41.3812781)
26198831,41.3804334,2.1563247,4,0.0009306579162281093,130831.20967674255,130834.70486426353,,,POINT (2.1563247 41.3804334)
26198833,41.3795841,2.1551756,4,0.000811710667374225,130831.20967674255,130834.70486426353,,,POINT (2.1551756 41.3795841)
26198844,41.3778725,2.1529147,4,0.0008309521824391859,130831.20967674255,130834.70486426353,traffic_signals,,POINT (2.1529147 41.3778725)
30227025,41.3782059,2.1733456,3,-2.123838982054792e-06,130831.20967674255,130834.70486426353,,,POINT (2.1733456 41.3782059)
30227027,41.3775175,2.1745094,1,-0.00046992481203006454,130831.20967674255,130834.70486426353,,,POINT (2.1745094 41.3775175)
30227032,41.3777597,2.1728957,3,-1.4056889277007191e-05,130831.20967674255,130834.70486426353,,,POINT (2.1728957 41.3777597)
30227034,41.3770587,2.1739954,1,-0.00046992481203006454,130831.20967674255,130834.70486426353,,,POINT (2.1739954 41.3770587)
30227035,41.3805733,2.1708255,3,7.490856160744911e-05,130831.20967674255,130834.70486426353,,,POINT (2.1708255 41.3805733)
30227037,41.3791144,2.1721135,1,-0.00046992481203006454,130831.20967674255,130834.70486426353,,,POINT (2.1721135 41.3791144)
30227049,41.3782126,2.1711198,2,-0.00046992481203006454,130831.20967674255,130834.70486426353,,,POINT (2.1711198 41.3782126)
30227050,41.3778764,2.1717029,4,-8.89089506579688e-05,130831.20967674255,130834.70486426353,,,POINT (2.1717029 41.3778764)
30227052,41.3774098,2.1725123,3,-0.00044382455671332534,130831.20967674255,130834.70486426353,,,POINT (2.1725123 41.3774098)
30227068,41.3773903,2.1711983,3,-0.0002704409494659284,130831.20967674255,130834.70486426353,,,POINT (2.1711983 41.3773903)
30227070,41.3801128,2.1740277,3,-0.000313063333228666,130831.20967674255,130834.70486426353,,,POINT (2.1740277 41.3801128)
30227084,41.3794242,2.1746078,3,-0.00020441987416210686,130831.20967674255,130834.70486426353,traffic_signals,,POINT (2.1746078 41.3794242)
30227134,41.3816095,2.1638237,3,-6.145742721422422e-06,130831.20967674255,130834.70486426353,,,POINT (2.1638237 41.3816095)
